Age,Workclass,Fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,Income
49, Self-emp-not-inc,193852, Assoc-voc,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-2,-1,40, United-States, <=50K
24, Without-pay,107960, Some-college,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,7,0,40, United-States, <=50K
43, Private,268582, Some-college,10, Married-civ-spouse, Transport-moving, Own-child, White, Male,-16,-1,11, United-States, <=50K
22, Private,345350, 11th,10, Never-married, Handlers-cleaners, Own-child, White, Male,-20,2,40, United-States, <=50K
49, State-gov,38375, Masters,11, Married-civ-spouse, Prof-specialty, Husband, White, Female,8,0,44, United-States, >50K
42, ?,120692, Bachelors,9, Married-spouse-absent, Exec-managerial, Unmarried, Other, Female,3740,0,92, United-States, <=50K
24, Private,230156, HS-grad,7, Never-married, ?, Own-child, White, Male,18,1,13, United-States, <=50K
48, Self-emp-not-inc,267444, Prof-school,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,22,2,40, United-States, <=50K
46, Local-gov,46518, Bachelors,13, Separated, Other-service, Unmarried, White, Female,13,0,37, United-States, <=50K
41, Private,136172, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Other, Female,-64,1,50, Philippines, <=50K
27, Local-gov,187857, Prof-school,16, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,-24,1,45, United-States, <=50K
42, Private,282505, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,6,-1,40, United-States, <=50K
39, Self-emp-inc,325591, 7th-8th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-21,0,45, United-States, >50K
56, ?,309451, HS-grad,13, Divorced, ?, Own-child, Amer-Indian-Eskimo, Male,-43,-1,45, United-States, <=50K
62, Local-gov,128221, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,2892,0,40, United-States, <=50K
21, ?,258972, Assoc-voc,7, Divorced, ?, Other-relative, White, Female,-16,0,64, United-States, <=50K
23, Private,136219, Some-college,13, Never-married, ?, Not-in-family, White, Male,-7,1,13, United-States, <=50K
35, Private,112477, Some-college,5, Married-spouse-absent, Adm-clerical, Unmarried, White, Male,-56,0,16, United-States, <=50K
44, Private,34609, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,46, United-States, <=50K
39, State-gov,662467, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,-12,-2,8, United-States, >50K
49, Private,113086, Bachelors,11, Never-married, Prof-specialty, Not-in-family, White, Male,-8,0,40, Columbia, <=50K
42, Private,304088, Bachelors,9, Never-married, ?, Own-child, Black, Male,-37,0,21, United-States, <=50K
22, Private,120228, Bachelors,7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,1,2,46, United-States, >50K
40, Private,231479, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-57,1,67, United-States, <=50K
22, State-gov,333665, 10th,6, Never-married, Other-service, Own-child, White, Male,-4,0,25, United-States, <=50K
55, Self-emp-not-inc,277619, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-27,0,40, United-States, <=50K
41, Private,117070, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,-23,-1,50, United-States, >50K
23, ?,257304, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Female,-1,0,50, United-States, <=50K
26, Private,51608, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Male,14,0,40, United-States, <=50K
28, Private,185779, Bachelors,9, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,-46,-1,46, United-States, <=50K
37, Private,28646, HS-grad,6, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,-28,-1,40, United-States, <=50K
24, ?,207694, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Male,20,0,50, United-States, <=50K
60, Private,234952, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-15,0,66, United-States, >50K
22, State-gov,41255, 11th,4, Never-married, ?, Not-in-family, White, Male,-34,0,16, United-States, <=50K
22, Private,116911, Assoc-voc,10, Never-married, Exec-managerial, Not-in-family, White, Female,-1,1,40, Dominican-Republic, <=50K
44, Local-gov,95095, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,12,-1,40, United-States, <=50K
43, Private,228302, Bachelors,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,-64,0,60, Hong, <=50K
22, Private,37768, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,40,0,49, United-States, >50K
46, Private,209920, Bachelors,13, Never-married, ?, Not-in-family, White, Female,-55,-1,6, United-States, <=50K
25, State-gov,184355, 9th,13, Never-married, Prof-specialty, Not-in-family, White, Female,-11,-1,64, United-States, <=50K
18, Private,355958, Some-college,10, Never-married, Prof-specialty, Own-child, Other, Male,-28,1,45, United-States, <=50K
45, Self-emp-not-inc,264842, 9th,4, Married-civ-spouse, Sales, Husband, White, Male,-17,0,58, United-States, <=50K
19, ?,42335, HS-grad,5, Separated, Adm-clerical, Not-in-family, Black, Female,-15,1,18, United-States, <=50K
43, Private,232030, Bachelors,7, Never-married, Handlers-cleaners, Own-child, White, Male,32,0,40, England, <=50K
25, Private,337035, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-38,-2,40, United-States, <=50K
41, Private,349022, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-52,-1,40, United-States, <=50K
46, State-gov,216503, Bachelors,13, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,-3,1,45, United-States, <=50K
48, Local-gov,199110, HS-grad,9, Married-civ-spouse, Priv-house-serv, Husband, White, Male,-16,1,40, United-States, <=50K
19, ?,86599, Some-college,7, Never-married, ?, Own-child, White, Male,-30,0,14, United-States, <=50K
29, ?,107493, Some-college,13, Widowed, Adm-clerical, Not-in-family, White, Female,-12,0,50, United-States, <=50K
40, Local-gov,334157, 11th,9, Married-spouse-absent, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,-38,0,58, ?, <=50K
43, ?,44863, 11th,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-5,1,40, Philippines, <=50K
31, Private,183014, Masters,10, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,-32,0,40, ?, <=50K
39, Private,115550, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,-28,1,40, United-States, <=50K
24, Self-emp-inc,289101, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Male,-18,0,40, United-States, <=50K
33, Private,196205, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-51,-1,61, Puerto-Rico, <=50K
50, Private,302162, HS-grad,9, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,-30,0,40, United-States, <=50K
36, Federal-gov,268955, 5th-6th,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,13,-1,44, Columbia, <=50K
47, Private,509293, 10th,5, Never-married, Farming-fishing, Not-in-family, White, Male,0,-1,40, United-States, <=50K
24, Local-gov,224657, Bachelors,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,0,40, United-States, <=50K
47, Private,263334, Assoc-voc,13, Married-civ-spouse, Sales, Husband, White, Female,5,1,49, England, <=50K
64, State-gov,147142, HS-grad,6, Divorced, Adm-clerical, Unmarried, White, Female,-46,-1,45, United-States, <=50K
42, Private,115147, HS-grad,7, Divorced, Adm-clerical, Other-relative, White, Female,-9,2,43, Columbia, <=50K
50, Private,151695, Bachelors,13, Widowed, Adm-clerical, Unmarried, Black, Female,-37,0,40, United-States, >50K
45, Private,186874, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Female,-23,0,30, United-States, <=50K
21, Private,44025, Bachelors,14, Separated, Other-service, Husband, White, Male,-30,0,50, Outlying-US(Guam-USVI-etc), <=50K
31, ?,200460, Some-college,9, Divorced, ?, Own-child, White, Female,-48,-1,70, India, <=50K
30, Private,147312, Some-college,13, Never-married, Adm-clerical, Not-in-family, Black, Female,-8,-1,36, United-States, <=50K
54, ?,281381, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,-16,1,31, United-States, <=50K
61, ?,104915, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,4,1943,40, United-States, <=50K
45, Private,260315, 9th,7, Widowed, Other-service, Not-in-family, White, Male,-39,2,13, ?, <=50K
18, Private,232701, Some-college,5, Never-married, Sales, Own-child, White, Male,-44,0,68, United-States, <=50K
45, Private,334618, Some-college,7, Never-married, Exec-managerial, Own-child, Black, Male,6,-1,13, China, <=50K
46, ?,93251, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-8,0,40, United-States, <=50K
46, Private,137579, Bachelors,6, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,-16,0,49, United-States, <=50K
48, Private,253776, Some-college,4, Married-civ-spouse, ?, Husband, White, Male,-16,-1,50, United-States, <=50K
49, Self-emp-not-inc,44925, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-17,0,40, United-States, <=50K
24, ?,54103, HS-grad,6, Never-married, Transport-moving, Not-in-family, White, Female,-3,1,40, El-Salvador, <=50K
44, Private,257811, 10th,10, Never-married, Adm-clerical, Not-in-family, White, Male,-14,-1,40, United-States, <=50K
52, Private,40897, 11th,4, Never-married, Sales, Own-child, White, Male,-50,-2,12, United-States, <=50K
27, Private,279441, Bachelors,10, Divorced, Tech-support, Not-in-family, White, Male,-25,1,46, United-States, <=50K
24, Self-emp-not-inc,32902, HS-grad,7, Married-civ-spouse, Sales, Husband, White, Male,-57,1894,50, United-States, <=50K
27, Private,357132, 11th,7, Never-married, Tech-support, Own-child, Black, Female,1,1,31, United-States, <=50K
31, Private,233638, HS-grad,9, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Male,-28,-2,40, India, <=50K
46, Private,277897, Masters,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-21,1,51, United-States, <=50K
42, Local-gov,273906, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Other-relative, White, Female,-71,1,40, Mexico, <=50K
36, Federal-gov,264910, Some-college,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,-16,1,40, United-States, >50K
23, ?,408766, Assoc-acdm,7, Divorced, ?, Own-child, Other, Male,-9,0,31, United-States, <=50K
18, State-gov,166634, 10th,5, Separated, Protective-serv, Own-child, White, Male,-36,2,45, United-States, <=50K
50, State-gov,188309, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-33,-1,45, United-States, <=50K
49, Private,389491, Some-college,13, Married-civ-spouse, Protective-serv, Husband, White, Male,-9,0,40, United-States, <=50K
45, Federal-gov,105651, Assoc-voc,5, Married-civ-spouse, Prof-specialty, Wife, Black, Female,3,0,75, United-States, >50K
45, Private,116564, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,21,-1,40, United-States, <=50K
42, Private,110572, Bachelors,5, Married-civ-spouse, Protective-serv, Husband, White, Female,-9,0,24, Hong, <=50K
39, Local-gov,214493, Prof-school,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-4,0,40, United-States, >50K
26, Private,307245, 10th,9, Never-married, Craft-repair, Other-relative, White, Male,18,1,40, United-States, <=50K
29, Self-emp-not-inc,333981, HS-grad,4, Separated, Machine-op-inspct, Not-in-family, White, Female,-40,-2,75, United-States, <=50K
25, Private,242071, 5th-6th,4, Never-married, Craft-repair, Own-child, White, Male,-8,-1,40, Philippines, <=50K
18, Private,415079, 10th,9, Never-married, Craft-repair, Not-in-family, Black, Male,-26,-2,39, United-States, <=50K
43, Private,121839, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Female,-1,0,40, United-States, >50K
71, Private,247821, Masters,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-5,0,73, United-States, >50K
54, Private,136852, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-54,1,45, United-States, <=50K
19, Private,193493, Some-college,5, Never-married, Other-service, Not-in-family, White, Male,-22,0,30, United-States, <=50K
46, State-gov,106230, Assoc-voc,14, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Female,-46,1,36, United-States, >50K
45, Private,181639, Masters,10, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,14178,1,50, United-States, <=50K
43, ?,296544, Some-college,8, Never-married, Prof-specialty, Not-in-family, White, Male,-26,2,21, United-States, <=50K
64, Self-emp-not-inc,199904, 12th,9, Divorced, Handlers-cleaners, Not-in-family, Black, Female,38,1,50, United-States, <=50K
42, State-gov,119550, HS-grad,13, Married-civ-spouse, Adm-clerical, Husband, White, Female,31,1,45, United-States, <=50K
46, Private,113195, Some-college,6, Divorced, Adm-clerical, Unmarried, White, Female,-49,2,40, United-States, <=50K
28, Private,98804, 12th,13, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,-38,-1,36, United-States, <=50K
57, ?,381905, Assoc-voc,13, Married-civ-spouse, ?, Husband, Black, Female,-1,-1,35, Germany, <=50K
51, Private,31052, 1st-4th,4, Divorced, Other-service, Unmarried, Black, Female,4,0,40, United-States, <=50K
38, Local-gov,292779, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,14684,1,40, United-States, >50K
60, ?,330406, 11th,4, Never-married, ?, Own-child, White, Male,-36,0,30, United-States, <=50K
52, Federal-gov,51631, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,-13,0,40, United-States, <=50K
42, Federal-gov,112692, Bachelors,9, Separated, Farming-fishing, Wife, Black, Male,-21,1,49, Mexico, <=50K
38, Private,186764, Prof-school,5, Married-civ-spouse, Craft-repair, Wife, White, Female,0,-2,45, United-States, >50K
28, Private,38384, 7th-8th,9, Married-civ-spouse, Craft-repair, Husband, White, Female,-39,0,44, United-States, <=50K
47, Private,102219, Some-college,10, Never-married, ?, Own-child, White, Male,-22,0,68, United-States, <=50K
26, Self-emp-inc,31446, Bachelors,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,2,-1,50, United-States, >50K
42, Local-gov,337990, Masters,9, Married-civ-spouse, Protective-serv, Husband, White, Male,-27,-2,40, United-States, <=50K
38, Private,243869, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,5,-1,40, United-States, >50K
21, Private,282335, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,-43,-2,40, United-States, <=50K
56, State-gov,236369, HS-grad,13, Married-civ-spouse, Adm-clerical, Own-child, White, Female,-1,1,58, United-States, <=50K
43, Private,252455, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-2,-1,40, United-States, <=50K
24, Private,151469, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,2,0,45, United-States, <=50K
24, Private,88530, 12th,5, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,-9,-1,24, Guatemala, <=50K
37, Federal-gov,220808, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,-36,1,30, United-States, <=50K
44, Self-emp-not-inc,292750, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-8,-1,46, United-States, <=50K
26, Self-emp-inc,157166, Doctorate,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,7592,-1,56, United-States, <=50K
40, Private,121108, Masters,6, Married-civ-spouse, Tech-support, Own-child, White, Male,-14,1,40, Greece, <=50K
19, Local-gov,39671, 10th,9, Never-married, Farming-fishing, Not-in-family, White, Male,-47,2,40, United-States, <=50K
54, Self-emp-inc,85759, Assoc-acdm,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-21,1,66, United-States, >50K
65, Self-emp-not-inc,174428, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, White, Male,1,2,40, United-States, <=50K
48, Private,160838, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-35,-1,40, United-States, <=50K
22, Private,140998, Assoc-acdm,9, Divorced, Sales, Unmarried, White, Male,-48,1,40, United-States, <=50K
37, Private,202266, HS-grad,9, Never-married, Protective-serv, Husband, White, Male,-22,0,36, Mexico, <=50K
17, Private,216842, 9th,5, Never-married, Other-service, Other-relative, White, Male,-39,0,40, Philippines, <=50K
47, Private,236851, Some-college,10, Widowed, ?, Own-child, White, Male,12,0,36, United-States, <=50K
43, Local-gov,108150, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,-12,0,40, France, <=50K
44, State-gov,30454, 1st-4th,6, Never-married, Prof-specialty, Own-child, White, Male,2464,1,40, United-States, <=50K
63, Self-emp-inc,96403, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Male,-36,1,59, United-States, >50K
52, Self-emp-inc,33433, Assoc-acdm,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-14,1,45, United-States, <=50K
41, Self-emp-not-inc,422563, Masters,16, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3977,-1,57, United-States, >50K
58, State-gov,122929, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-13,-1,50, United-States, <=50K
31, Self-emp-inc,170467, Masters,16, Married-civ-spouse, ?, Husband, White, Male,18,1,68, United-States, >50K
44, Private,196940, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,20,0,74, United-States, >50K
